0,1,2,3,4,5,6,7,8,9,10
321,anyone,out,there,who,has,PN1                 ,RP                  ,RL                  ,PNQS                ,VHZ
321,conveniently,located,within,walking,distance,RR                  ,VVN_VVD             ,II                  ,VVG_NN1_JJ@         ,NN1
321,Oklahoma,Attorney,General,Scott,Pruitt,NP1                 ,NN1                 ,NNB                 ,NP1                 ,NP1
320,ago,reported,earnings,per,share,RA                  ,VVD_JJ@             ,NN2                 ,II                  ,NN1
320,Analyst,established,EPS,growth,expected,NN1                 ,VVD                 ,NP1                 ,NN1                 ,VVD_VVN
320,April,showers,bring,May,flowers,NPM1_NP1%           ,NN2                 ,VV0                 ,NPM1_NP1%           ,NN2
320,comes,into,its,own,when,VVZ                 ,II                  ,APPGE               ,DA                  ,CS
320,helped,opponents,get,some,easy,VVD                 ,NN2                 ,VVI                 ,DD                  ,JJ
320,just,did,n't ,feel,like,RR                  ,VDD                 ,XX                  ,VVI                 ,II
320,Last,Week,Tonight,with,John,MD                  ,NNT1                ,RT                  ,IW                  ,NP1
320,think,most,people,would,agree,VV0                 ,DAT                 ,NN                  ,VM                  ,VVI
320,year,ago,reported,earnings,per,NNT1                ,RA                  ,VVD_JJ@             ,NN2                 ,II
319,during,World,War,II,when,II                  ,NN1                 ,NN1                 ,MC                  ,RRQ_CS
319,figure,out,how,much,money,VVI                 ,RP                  ,RGQ@                ,DA1                 ,NN1
319,Flashcard,Study,System,helps,test,NP1_NN1@            ,NN1                 ,NN1                 ,VVZ_NN2@            ,NN1_VV0
319,his,relationship,with,his,wife,APPGE               ,NN1                 ,IW                  ,APPGE               ,NN1
319,tears,streaming,down,her,face,NN2                 ,VVG                 ,RP                  ,APPGE               ,NN1
319,United,States,and/or,other,countries,NP1                 ,NP1                 ,CC                  ,JJ                  ,NN2
319,worry,about,what,other,people,VVI                 ,II                  ,DDQ                 ,JJ                  ,NN
318,Both,teams,had,four,players,DB2                 ,NN2                 ,VHD                 ,MC                  ,NN2
318,come,up,with,creative,solutions,VVI                 ,RP                  ,IW                  ,JJ                  ,NN2
318,hard,time,figuring,out,how,JJ                  ,NNT1                ,VVG                 ,RP                  ,RRQ
318,take,matters,into,my,own,VVI                 ,NN2                 ,II                  ,APPGE               ,DA
317,buy,one,get,one,free,VV0                 ,MC1_PN1             ,VV0                 ,PN1_MC1             ,JJ
317,closed,its,last,trading,session,VVN                 ,APPGE               ,MD                  ,NN1                 ,NNT1
317,come,up,with,something,else,VVI                 ,RP                  ,IW                  ,PN1                 ,RR
317,New,Zealand,First,leader,Winston,NP1                 ,NP1                 ,MD                  ,NN1                 ,NP1
317,spending,time,with,his,family,VVG_JJ@             ,NNT1                ,IW                  ,APPGE               ,NN1
317,Thunder,Bay,Regional,Health,Sciences,NN1                 ,NN1_VV0@_JJ@        ,JJ                  ,NN1                 ,NN2
316,certain,je,ne,sais,quoi,JJ                  ,NN141               ,NN142               ,NN143               ,NN144
316,Even,after,all,these,years,RR                  ,II                  ,DB                  ,DD2                 ,NNT2
316,National,Breast,Cancer,Awareness,Month,JJ                  ,NN1                 ,NN1                 ,NN1                 ,NNT1
316,spending,time,with,my,husband,VVG_JJ@_NN1         ,NNT1                ,IW                  ,APPGE               ,NN1
315,its,money,where,its,mouth,APPGE               ,NN1                 ,CS_RRQ              ,APPGE               ,NN1
315,Malcolm,Baldrige,National,Quality,Award,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
315,New,York,City,Mayor,Rudy,NP1                 ,NP1                 ,NN1                 ,NNB                 ,NP1
315,par,par,pard,ql,LONG,NN1                 ,NN1                 ,NN1                 ,NNU                 ,RR_JJ
315,spend,some,quality,time,with,VV0                 ,DD                  ,NN1                 ,NNT1                ,IW
315,State,Department,spokesman,John,Kirby,NN1                 ,NN1                 ,NN1                 ,NP1                 ,NP1
314,did,n't ,know,exactly,what,VDD                 ,XX                  ,VVI                 ,RR                  ,DDQ
314,has,breathed,new,life,into,VHZ                 ,VVN                 ,JJ                  ,NN1                 ,II
314,has,never,tried,drugs,before,VHZ                 ,RR                  ,VVN                 ,NN2                 ,RT
314,think,there 's,anything,wrong,with,VVI                 ,NN2                 ,PN1                 ,JJ_RR@              ,IW
313,far-right,leader,Marine,Le,Pen,JJ                  ,NN1                 ,JJ_NN1@             ,NP1                 ,NP1
313,Just,follow,these,simple,steps,RR                  ,VV0                 ,DD2                 ,JJ                  ,NN2
313,NASCAR,Sprint,Cup,Series,race,NP1_NN1             ,NN1_VV0             ,NN1                 ,NN                  ,NN1_VV0@
313,olive,oil,over,medium-high,heat,JJ_NN1              ,NN1                 ,II                  ,JJ                  ,NN1
313,Torres,del,Paine,National,Park,NP1                 ,FW                  ,NP1                 ,JJ                  ,NN1
313,understand,why,anyone,would,want,VVI                 ,RRQ                 ,PN1                 ,VM                  ,VVI
313,Wake,Forest,Baptist,Medical,Center,NN1                 ,NN1                 ,JJ_NN1_NP1          ,JJ                  ,NN1
312,idea,what,I 'm,talking,about,NN1                 ,DDQ                 ,VV0                 ,VVG                 ,II
312,Week,Tonight,with,John,Oliver,NNT1                ,RT                  ,IW                  ,NP1                 ,NP1
312,were,very,pleased,with,our,VBDR                ,RG                  ,JJ                  ,IW                  ,APPGE
311,going,anywhere,any,time,soon,VVG                 ,RL                  ,DD                  ,NNT1                ,RR
311,spend,some,time,thinking,about,VVI                 ,DD                  ,NNT1                ,VVG_NN1             ,II
311,York,Mayor,Bill,de,Blasio,NP1                 ,NNB                 ,NP1                 ,NP1                 ,NP1
310,Anyone,who,knows,anything,about,PN1                 ,PNQS                ,VVZ                 ,PN1                 ,II
310,Has,anyone,had,any,luck,VHZ                 ,PN1                 ,VHN                 ,DD                  ,NN1
310,just,after,World,War,II,RR                  ,II_CS               ,NN1                 ,NN1                 ,MC
310,New,York,Mayor,Bill,de,NP1                 ,NP1                 ,NNB                 ,NP1                 ,NP1
310,organization,which,has,its,main,NN1                 ,DDQ                 ,VHZ                 ,APPGE               ,JJ
309,all,know,what,happens,when,DB                  ,VV0                 ,DDQ                 ,VVZ                 ,RRQ_CS
309,along,well,with,other,dogs,RP                  ,RR                  ,IW                  ,JJ                  ,NN2
309,anyone,who,has,ever,had,PN1                 ,PNQS                ,VHZ                 ,RR                  ,VHN
309,catching,up,with,old,friends,VVG                 ,RP                  ,IW                  ,JJ                  ,NN2
309,Tonight,Show,Starring,Jimmy,Fallon,RT                  ,VV0                 ,NP1_VVG             ,NP1                 ,NP1
309,very,satisfied,with,my,purchase,RG                  ,JJ                  ,IW                  ,APPGE               ,NN1
308,California,State,University,Long,Beach,NP1                 ,NN1                 ,NN1                 ,JJ                  ,NN1
308,National,Instant,Criminal,Background,Check,JJ                  ,JJ_NNT1             ,JJ_NN1              ,NN1                 ,NN1_VV0
308,should,also,take,into,account,VM                  ,RR                  ,VVI                 ,II                  ,NN1_VV0
307,Buy,our,high,quality,compatible,VV0                 ,APPGE               ,JJ                  ,NN1                 ,JJ
307,hospital,with,non-life,threatening,injuries,NN1                 ,IW                  ,JJ_NN1              ,JJ@_VVG             ,NN2
307,least,once,every,two,years,RR22                ,RR_CS@              ,AT1                 ,MC                  ,NNT2
307,Pacific,during,World,War,II,NP1                 ,II                  ,NN1                 ,NN1                 ,MC
307,worry,too,much,about,what,VVI                 ,RG                  ,DA1_RR              ,II                  ,DDQ
306,maintain,effective,working,relationships,with,VVI                 ,JJ                  ,JJ@_VVG             ,NN2                 ,IW
306,other,factors,come,into,play,JJ                  ,NN2                 ,VV0_VVN@            ,II                  ,NN1
306,United,States,Medical,Licensing,Examination,NP1                 ,NP1                 ,JJ                  ,NN1                 ,NN1
